Mon Jul 28 16:31:13 2025    timing.txt

         217305285 function calls (215635255 primitive calls) in 129.647 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _data.py:20(_data_matrix)
        1    0.000    0.000    0.000    0.000 _fft.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _utils.py:219(get_bit_reg_index)
        4    0.000    0.000    0.000    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 remove_diagonal_gates_before_measure.py:23(RemoveDiagonalGatesBeforeMeasure)
        1    0.000    0.000    0.000    0.000 cp4d_authenticator.py:28(CloudPakForDataAuthenticator)
        1    0.000    0.000    0.000    0.000 z.py:153(CZGate)
        5    0.000    0.000    0.000    0.000 _util.py:276(_transition_to_rng)
        1    0.000    0.000    0.000    0.000 axis.py:2380(XAxis)
        1    0.000    0.000    0.000    0.000 case.py:411(__init__)
       21    0.000    0.000    0.000    0.000 deprecation.py:105(deprecate_arg)
       14    0.000    0.000    0.000    0.000 libelefun.py:85(constant_memo)
        1    0.000    0.000    0.000    0.000 typing.py:1698(__repr__)
        1    0.000    0.000    0.000    0.000 rxx.py:26(RXXGate)
        1    0.000    0.000    0.000    0.000 optimize_cliffords.py:20(OptimizeCliffords)
        5    0.000    0.000    0.000    0.000 extension.py:247(names)
        1    0.000    0.000    0.000    0.000 rcode.py:78(RCodePrinter)
       56    0.000    0.000    0.000    0.000 fromnumeric.py:631(_transpose_dispatcher)
       76    0.000    0.000    0.000    0.000 enum.py:1314(__deepcopy__)
       49    0.000    0.000    0.000    0.000 font_manager.py:906(set_file)
       71    0.000    0.000    0.000    0.000 backendproperties.py:37(__init__)
        1    0.000    0.000    0.000    0.000 linear_pauli_rotations.py:24(LinearPauliRotations)
        1    0.000    0.000    0.000    0.000 weyl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dill.py:2214(_extend)
        1    0.000    0.000    0.000    0.000 precedence.py:1(<module>)
        2    0.000    0.000    0.000    0.000 z.py:231(inverse)
        1    0.000    0.000    0.000    0.000 legendre.py:1621(Legendre)
        1    0.000    0.000    0.000    0.000 transforms.py:2661(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 _loader.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
       17    0.000    0.000    0.000    0.000 _decorators.py:193(__get__)
        1    0.000    0.000    0.000    0.000 template_nct_9d_4.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        1    0.000    0.000    0.000    0.000 font_manager.py:711(__eq__)
        3    0.000    0.000    0.000    0.000 core.py:5036(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 numbers.py:1114(__ne__)
       47    0.000    0.000    0.000    0.000 _dill.py:478(proxy)
        1    0.000    0.000    0.000    0.000 hermite.py:1748(Hermite)
        1    0.000    0.000    0.000    0.000 parameterexpression.py:103(ParameterExpression)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:42(OpenServiceBrokerV1)
        1    0.000    0.000    0.000    0.000 polyclasses.py:2388(DMF)
        1    0.000    0.000    0.000    0.000 functional_pauli_rotations.py:22(FunctionalPauliRotations)
        1    0.000    0.000    0.000    0.000 argparse.py:1154(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 _model_construction.py:81(ModelMetaclass)
       11    0.000    0.000    0.000    0.000 eigen.py:41(defun)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
        6    0.000    0.000    0.000    0.000 inspect.py:1436(repl)
        1    0.000    0.000    0.000    0.000 twirling.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:558(ContourSet)
        1    0.000    0.000    0.000    0.000 bessel.py:1149(hn2)
        1    0.000    0.000    0.000    0.000 transformations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2513(_Definitions)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
        2    0.000    0.000    0.000    0.000 contains_instruction.py:26(__init__)
        1    0.000    0.000    0.000    0.000 t.py:61(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2420(Literal)
       51    0.000    0.000    0.000    0.000 relational.py:186(rhs)
        2    0.000    0.000    0.000    0.000 matexpr.py:81(__new__)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enterprise_management_v1.py:1243(AccountGroup)
       41    0.000    0.000    0.000    0.000 decorators.py:72(call_highest_priority)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.000    0.000 uuid.py:88(UUID)
       50    0.000    0.000    0.000    0.000 {built-in method math.isinf}
        1    0.000    0.000    0.000    0.000 tz.py:143(__init__)
       10    0.000    0.000    0.000    0.000 gaussiandomains.py:25(new)
        4    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
       14    0.000    0.000    0.000    0.000 dispatcher.py:113(__init__)
        1    0.000    0.000    0.000    0.000 y.py:76(__init__)
        2    0.000    0.000    0.000    0.000 y.py:247(inverse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        3    0.000    0.000    0.000    0.000 options.py:147(__setstate__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1658(HermiteE)
        1    0.000    0.000    0.000    0.000 target.py:613(timing_constraints)
        1    0.000    0.000    0.000    0.000 messages.py:992(SingleHost)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:39(_mpf)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:58(MPContext)
        2    0.000    0.000    0.000    0.000 coupling.py:80(get_edges)
       56    0.000    0.000    0.000    0.000 fromnumeric.py:1835(_trace_dispatcher)
       27    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       12    0.000    0.000    0.000    0.000 patches.py:1683(set_width)
        9    0.000    0.000    0.000    0.000 complexes.py:640(_eval_is_even)
        2    0.000    0.000    0.000    0.000 <frozen os>:725(__delitem__)
        1    0.000    0.000    0.000    0.000 z.py:249(CCZGate)
        1    0.000    0.000    0.000    0.000 laguerre.py:1681(Laguerre)
        1    0.000    0.000    0.000    0.000 readout_error.py:26(ReadoutError)
        1    0.000    0.000    0.000    0.000 extensions.py:1519(SubjectAlternativeName)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        4    0.000    0.000    0.000    0.000 basic.py:1316(_xreplace)
       26    0.000    0.000    0.000    0.000 matplotlib.py:451(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:3123(RectangleSelector)
        1    0.000    0.000    0.000    0.000 ellipse.py:40(Ellipse)
        1    0.000    0.000    0.000    0.000 statistics.py:1494(NormalDist)
        1    0.000    0.000    0.000    0.000 session.py:352(__enter__)
       10    0.000    0.000    0.000    0.000 core.py:3735(parseImpl)
       26    0.000    0.000    0.000    0.000 _utils.py:144(<genexpr>)
       18    0.000    0.000    0.000    0.000 inverse_cancellation.py:74(<genexpr>)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 case_management_v1.py:1954(WatchlistAddResponse)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        5    0.000    0.000    0.000    0.000 core.py:614(filled)
        1    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
       31    0.000    0.000    0.000    0.000 laplace.py:48(DEBUG_WRAP)
        1    0.000    0.000    0.000    0.000 ast.py:168(Token)
        1    0.000    0.000    0.000    0.000 numeric.py:896(outer)
        1    0.000    0.000    0.000    0.000 parametertable.py:46(__repr__)
        1    0.000    0.000    0.000    0.000 base_pauli.py:40(BasePauli)
        1    0.000    0.000    0.000    0.000 double_commutator.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pyio.py:1755(seekable)
       11    0.000    0.000    0.000    0.000 utils.py:74(__setattr__)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:3128(CustomRole)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:30(ImagePalette)
        1    0.000    0.000    0.000    0.000 core.py:4861(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2575(get_minpos)
        1    0.000    0.000    0.000    0.000 gosper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stabilizerstate.py:36(StabilizerState)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3508(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 base_backend.py:49(Plot)
        9    0.000    0.000    0.000    0.000 complexes.py:644(_eval_is_odd)
        7    0.000    0.000    0.000    0.000 fractions.py:582(_operator_fallbacks)
       17    0.000    0.000    0.000    0.000 _decorators.py:200(__set_name__)
        1    0.000    0.000    0.000    0.000 iteration.py:53(unique_by_eq)
        1    0.000    0.000    0.000    0.000 messages.py:1094(Version)
        1    0.000    0.000    0.000    0.000 enterprise_management_v1.py:1815(Enterprise)
        1    0.000    0.000    0.000    0.000 utils.py:268(extract_zipped_paths)
        2    0.000    0.000    0.000    0.000 weakref.py:369(remove)
        1    0.000    0.000    0.000    0.000 commutator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _credential.py:20(Password)
        1    0.000    0.000    0.000    0.000 types.py:1682(SecretStr)
        1    0.000    0.000    0.000    0.000 collections.py:973(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 decorator.py:127(update)
        3    0.000    0.000    0.000    0.000 _docscrape.py:303(parse_item_name)
        2    0.000    0.000    0.000    0.000 tokenize.py:388(find_cookie)
        1    0.000    0.000    0.000    0.000 process.py:396(__init__)
        1    0.000    0.000    0.000    0.000 x.py:78(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 scale.py:699(scale_factory)
        1    0.000    0.000    0.000    0.000 widgets.py:2446(SpanSelector)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:9(PythonRationalField)
        1    0.000    0.000    0.000    0.000 stringpict.py:22(stringPict)
        1    0.000    0.000    0.000    0.000 finite_diff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 timeutils.py:37(__do_timings)
       12    0.000    0.000    0.000    0.000 basic.py:80(_cmp_name)
        5    0.000    0.000    0.000    0.000 high_level_synthesis.py:99(__init__)
        1    0.000    0.000    0.000    0.000 mcsp_token_manager.py:27(MCSPTokenManager)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:6295(InstallStatusRelease)
        1    0.000    0.000    0.000    0.000 __init__.py:253(MaxLen)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1034(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        2    0.000    0.000    0.000    0.000 mul.py:1618(_eval_is_extended_negative)
        1    0.000    0.000    0.000    0.000 complexes.py:142(im)
        1    0.000    0.000    0.000    0.000 decompogen.py:1(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
       17    0.000    0.000    0.000    0.000 results.py:272(__iter__)
        4    0.000    0.000    0.000    0.000 axis.py:205(_apply_tickdir)
        1    0.000    0.000    0.000    0.000 iam_token_manager.py:23(IAMTokenManager)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        2    0.000    0.000    0.000    0.000 operations.py:590(__init__)
        1    0.000    0.000    0.000    0.000 line.py:50(LinearEntity)
        2    0.000    0.000    0.000    0.000 thread.py:220(shutdown)
        1    0.000    0.000    0.000    0.000 core.py:3714(__init__)
        1    0.000    0.000    0.000    0.000 matrices.py:9(_matrix)
        1    0.000    0.000    0.000    0.000 fileinput.py:171(FileInput)
        1    0.000    0.000    0.000    0.000 transforms.py:790(null)
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 piecewise_chebyshev.py:27(PiecewiseChebyshev)
        1    0.000    0.000    0.000    0.000 piecewise.py:64(Piecewise)
       50    0.000    0.000    0.000    0.000 axis.py:310(<genexpr>)
        1    0.000    0.000    0.000    0.000 sx.py:70(__init__)
        1    0.000    0.000    0.000    0.000 t.py:138(__init__)
       21    0.000    0.000    0.000    0.000 n_local.py:434(num_qubits)
       43    0.000    0.000    0.000    0.000 core.py:4350(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:493(hugepage_setup)
        1    0.000    0.000    0.000    0.000 qaoa_ansatz.py:108(QAOAAnsatz)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        3    0.000    0.000    0.000    0.000 registry.py:202(is_valid_backend)
        1    0.000    0.000    0.000    0.000 polygon.py:1420(RegularPolygon)
        7    0.000    0.000    0.000    0.000 {method 'get_nowait' of '_queue.SimpleQueue' objects}
       15    0.000    0.000    0.000    0.000 delay.py:56(channel)
        1    0.000    0.000    0.000    0.000 time_unit_conversion.py:25(TimeUnitConversion)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:10449(ResponseContext)
        1    0.000    0.000    0.000    0.000 bessel.py:1093(hn1)
       74    0.000    0.000    0.000    0.000 util.py:244(no_escape_re_range_char)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:11769(TemplateProfileComponentResponse)
        1    0.000    0.000    0.000    0.000 decorator.py:79(conserve_mpmath_dps)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 runtime_session.py:22(RuntimeSession)
       39    0.000    0.000    0.000    0.000 core.py:4120(<genexpr>)
        1    0.000    0.000    0.000    0.000 quantum_channel.py:44(QuantumChannel)
       10    0.000    0.000    0.000    0.000 __init__.py:1325(apply_simplify_repl)
        1    0.000    0.000    0.000    0.000 reset.py:23(__init__)
        1    0.000    0.000    0.000    0.000 rzx_templates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iam_authenticator.py:25(IAMAuthenticator)
        1    0.000    0.000    0.000    0.000 base_primitive.py:108(BasePrimitiveV2)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        3    0.000    0.000    0.000    0.000 _pyio.py:807(flush)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:6620(AccountSettingsTemplateResponse)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _argparsers.py:423(__init__)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 quantumcircuit.py:2240(num_vars)
        1    0.000    0.000    0.000    0.000 mcsp_authenticator.py:28(MCSPAuthenticator)
       14    0.000    0.000    0.000    0.000 {method 'operation_from_name' of 'qiskit._accelerate.target.BaseTarget' objects}
        8    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        1    0.000    0.000    0.000    0.000 gates_basis.py:26(__init__)
        1    0.000    0.000    0.000    0.000 compute_uncompute.py:35(ComputeUncompute)
        1    0.000    0.000    0.000    0.000 _credential.py:60(NTLMHash)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:337(_ExpmPadeHelper)
        4    0.000    0.000    0.000    0.000 _utils.py:337(fix_special_characters)
       42    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 tensor.py:414(_TensorDataLazyEvaluator)
        8    0.000    0.000    0.000    0.000 {method 'add_edge' of 'rustworkx.PyDiGraph' objects}
        6    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 transforms.py:2184(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 z.py:79(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:414(usage_percent)
        1    0.000    0.000    0.000    0.000 _config.py:35(ConfigWrapper)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 numbers.py:397(_eval_evalf)
        1    0.000    0.000    0.000    0.000 algebraicfield.py:14(AlgebraicField)
        1    0.000    0.000    0.000    0.000 octave.py:65(OctaveCodePrinter)
       47    0.000    0.000    0.000    0.000 _dill.py:476(register)
       13    0.000    0.000    0.000    0.000 gate.py:184(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:626(get_vf2_limits)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2580(_ModelTypeStack)
        1    0.000    0.000    0.000    0.000 core.py:84(DrawerCanvas)
        1    0.000    0.000    0.000    0.000 modules.py:1280(ModuleElement)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 algorithms.py:316(RSAAlgorithm)
        2    0.000    0.000    0.000    0.000 barrier_before_final_measurements.py:29(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:80(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        5    0.000    0.000    0.000    0.000 classtools.py:45(__new__)
        1    0.000    0.000    0.000    0.000 ecr.py:90(__init__)
        1    0.000    0.000    0.000    0.000 layout.py:30(Layout)
        1    0.000    0.000    0.000    0.000 partner_management_v1.py:1117(Overage)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:175(<lambda>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:86(NDimArray)
        1    0.000    0.000    0.000    0.000 products.py:17(Product)
        2    0.000    0.000    0.000    0.000 result.py:45(__init__)
        1    0.000    0.000    0.000    0.000 swap.py:66(__init__)
        1    0.000    0.000    0.000    0.000 pauli_2q_evolution_commutation.py:29(FindCommutingPauliEvolutions)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 subsets.py:6(Subset)
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
        1    0.000    0.000    0.000    0.000 transforms.py:215(_qubit_map_from_partition_labels)
        1    0.000    0.000    0.000    0.000 disjoint_subcircuits_state.py:81(DisjointSubcircuitsState)
        1    0.000    0.000    0.000    0.000 figure.py:965(clear)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        5    0.000    0.000    0.000    0.000 backend_properties.py:484(is_qubit_operational)
        1    0.000    0.000    0.000    0.000 text.py:699(TextDrawing)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 s.py:65(__init__)
        1    0.000    0.000    0.000    0.000 convolutions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 singularities.py:1(<module>)
       10    0.000    0.000    0.000    0.000 backend_properties.py:424(t1)
       16    0.000    0.000    0.000    0.000 {method 'get_parameter_by_name' of 'qiskit._accelerate.circuit.CircuitData' objects}
        6    0.000    0.000    0.000    0.000 ctx_mp_python.py:82(mpf_convert_arg)
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 unroll_custom_definitions.py:25(__init__)
       12    0.000    0.000    0.000    0.000 patches.py:1702(set_height)
        1    0.000    0.000    0.000    0.000 relational.py:62(Relational)
        1    0.000    0.000    0.000    0.000 finitefield.py:81(FiniteField)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:379(MinMaxBase)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:7436(Offering)
       14    0.000    0.000    0.000    0.000 functools.py:1011(__init__)
       39    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        5    0.000    0.000    0.000    0.000 _pyio.py:404(__del__)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        2    0.000    0.000    0.000    0.000 core_schema.py:813(str_schema)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2561(_FieldNameStack)
       33    0.000    0.000    0.000    0.000 core.py:4638(recurse)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
        6    0.000    0.000    0.000    0.000 <frozen os>:855(fsdecode)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
       51    0.000    0.000    0.000    0.000 inspect.py:2873(__init__)
       13    0.000    0.000    0.000    0.000 _internal.py:941(npy_ctypes_check)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 quasi.py:26(QuasiDistribution)
        1    0.000    0.000    0.000    0.000 _pyio.py:830(seekable)
        1    0.000    0.000    0.000    0.000 _interface.py:55(LinearOperator)
       33    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 dispatcher.py:89(Dispatcher)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 numpy.py:35(NumPyPrinter)
        2    0.000    0.000    0.000    0.000 x.py:300(__eq__)
        1    0.000    0.000    0.000    0.000 drawings.py:142(LineData)
        2    0.000    0.000    0.000    0.000 core.py:3577(_generateDefaultName)
        5    0.000    0.000    0.000    0.000 {method 'add_qubit' of 'qiskit._accelerate.euler_one_qubit_decomposer.OneQubitGateErrorMap' objects}
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       32    0.000    0.000    0.000    0.000 lazy_tester.py:88(__init__)
        1    0.000    0.000    0.000    0.000 t.py:27(TGate)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:6510(TemplateMetadata)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:2505(Plan)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:9847(ProfileLink)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 axes3d.py:4044(_Quaternion)
        1    0.000    0.000    0.000    0.000 pythonrational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
       45    0.000    0.000    0.000    0.000 ctx_iv.py:394(<lambda>)
       51    0.000    0.000    0.000    0.000 iterables.py:861(key)
        1    0.000    0.000    0.000    0.000 weakref.py:276(setdefault)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 sampled_expval.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_algiers.py:21(FakeAlgiers)
        1    0.000    0.000    0.000    0.000 conditionset.py:19(ConditionSet)
        1    0.000    0.000    0.000    0.000 __init__.py:102(CompleteDirs)
       24    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 extbuild.py:1(<module>)
       17    0.000    0.000    0.000    0.000 traversal.py:109(__init__)
        1    0.000    0.000    0.000    0.000 maple.py:84(MapleCodePrinter)
        1    0.000    0.000    0.000    0.000 tensor.py:810(__init__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
       18    0.000    0.000    0.000    0.000 patches.py:826(rotation_point)
       10    0.000    0.000    0.000    0.000 inspect.py:2769(__reduce__)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3717(register_extensions)
        1    0.000    0.000    0.000    0.000 base_quantum_error.py:24(BaseQuantumError)
        1    0.000    0.000    0.000    0.000 algorithms.py:486(ECAlgorithm)
        1    0.000    0.000    0.000    0.000 backend.py:23(BaseBackendClient)
        2    0.000    0.000    0.000    0.000 figure.py:3000(set_canvas)
        1    0.000    0.000    0.000    0.000 primetest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controlledgate.py:28(ControlledGate)
        1    0.000    0.000    0.000    0.000 _base.py:1725(set_adjustable)
        4    0.000    0.000    0.000    0.000 libmpf.py:1313(from_str)
        3    0.000    0.000    0.000    0.000 enum.py:1567(__repr__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 collections.py:1269(FillBetweenPolyCollection)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:12(GMPYRationalField)
        1    0.000    0.000    0.000    0.000 polynomialring.py:10(PolynomialRing)
        7    0.000    0.000    0.000    0.000 extension.py:173(_extensions_by_name)
        4    0.000    0.000    0.000    0.000 case.py:405(__init_subclass__)
       42    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 gzip.py:140(GzipFile)
        1    0.000    0.000    0.000    0.000 glsl.py:30(GLSLPrinter)
        1    0.000    0.000    0.000    0.000 prufer.py:11(Prufer)
        1    0.000    0.000    0.000    0.000 _pyio.py:1966(TextIOWrapper)
       38    0.000    0.000    0.000    0.000 fromnumeric.py:3567(_ndim_dispatcher)
       42    0.000    0.000    0.000    0.000 numeric.py:1181(_roll_dispatcher)
       42    0.000    0.000    0.000    0.000 core.py:4351(<genexpr>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:25(BlockMatrix)
        1    0.000    0.000    0.000    0.000 limitseq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:47(_WorkItem)
        3    0.000    0.000    0.000    0.000 numbers.py:4139(int_valued)
        1    0.000    0.000    0.000    0.000 function.py:1911(Lambda)
        1    0.000    0.000    0.000    0.000 matexpr.py:739(_LeftRightArgs)
        1    0.000    0.000    0.000    0.000 mathematica.py:123(MCodePrinter)
       16    0.000    0.000    0.000    0.000 extensions.py:74(_make_sequence_methods)
        1    0.000    0.000    0.000    0.000 iswap.py:91(__init__)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:10954(TemplateAssignmentListResponse)
        2    0.000    0.000    0.000    0.000 utils.py:76(remove_empty_dict)
        2    0.000    0.000    0.000    0.000 _dill.py:1239(save_dict_view)
        2    0.000    0.000    0.000    0.000 kind.py:266(register)
        4    0.000    0.000    0.000    0.000 kind.py:75(__new__)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        3    0.000    0.000    0.000    0.000 _function_base_impl.py:5238(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_primitive_job.py:26(BasePrimitiveJob)
        1    0.000    0.000    0.000    0.000 resource_manager_v2.py:677(ResourceGroup)
        1    0.000    0.000    0.000    0.000 types.py:1762(PaymentCardNumber)
        1    0.000    0.000    0.000    0.000 fake_kawasaki.py:21(FakeKawasaki)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:145(__neg__)
        1    0.000    0.000    0.000    0.000 mul.py:1266(<lambda>)
        1    0.000    0.000    0.000    0.000 execution_span.py:31(ExecutionSpan)
       33    0.000    0.000    0.000    0.000 basic.py:843(func)
        1    0.000    0.000    0.000    0.000 vf2_post_layout.py:102(__init__)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:171(<lambda>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
